student_id, scoala, math, limba romana, limba materna, medie, media materna
B10666528, Şcoala Gimnazială "Mircea Sântimbreanu", 9.10, 9.50, -, 9.3, 0
B10666534, Şcoala Gimnazială "Sfântul Andrei", 6.90, 8.15, -, 7.53, 0
B10666543, Școala Gimnazială nr. 92, 7.80, 6.85, -, 7.32, 0
B10666569, Şcoala Gimnazială nr. 197, 8.05, 9.00, -, 8.53, 0
B10666588, Colegiul Naţional "Ion Neculce", 9.10, 8.35, -, 8.72, 0
B10666619, Școala Gimnazială „Sfântul Calinic de la Cernica”, 8.90, 8.60, -, 8.75, 0
B10666635, Şcoala Gimnazială "Mircea Sântimbreanu", 9.90, 9.20, -, 9.55, 0
B10666646, Şcoala Gimnazială "Nicolae Titulescu", 9.65, 9.40, -, 9.53, 0
B10666656, Școala Gimnazială nr. 31, 6.00, 3.55, -, 4.78, 0
B10666663, Liceul Tehnologic "Sf. Antim Ivireanu", 9.40, 8.40, -, 8.9, 0
B10666665, Şcoala Gimnazială "Petrache Poenaru", 7.30, 5.25, -, 6.28, 0
B10666668, Școala Gimnazială „Sfântul Calinic de la Cernica”, 9.10, 9.70, -, 9.4, 0
B10666673, Şcoala Gimnazială "Nicolae Titulescu", 8.00, 9.55, -, 8.78, 0
B10666691, Şcoala Gimnazială "Mircea Sântimbreanu", 8.05, 6.80, -, 7.43, 0
B10666712, Școala Gimnazială nr. 92, 7.25, 3.80, -, 5.53, 0
B10666718, Şcoala Gimnazială "Nicolae Titulescu", 10.00, 9.80, -, 9.9, 0
B10666731, Școala Gimnazială ”Tudor Arghezi”, 8.65, 8.95, -, 8.8, 0
B10666737, Şcoala Gimnazială "Mircea Sântimbreanu", 8.35, 8.90, -, 8.62, 0
B10666739, Școala Gimnazială „Sfântul Calinic de la Cernica”, 7.10, 5.70, -, 6.4, 0
B10666771, Şcoala Gimnazială nr. 150, 8.30, 7.85, -, 8.07, 0
B10666786, Colegiul Naţional "Ion Neculce", 9.05, 9.80, -, 9.43, 0
B10666826, Şcoala Gimnazială "Mircea Sântimbreanu", 6.00, 5.90, -, 5.95, 0
B10666828, Școala Gimnazială nr. 92, 9.30, 8.20, -, 8.75, 0
B10666841, Școala Gimnazială „Sfântul Calinic de la Cernica”, 7.35, 6.25, -, 6.8, 0
B10666866, Şcoala Gimnazială "Mircea Sântimbreanu", 7.50, 7.45, -, 7.47, 0
B10666878, Școala Gimnazială „Sfântul Calinic de la Cernica”, 8.80, 6.30, -, 7.55, 0
B10666895, Şcoala Gimnazială "Mircea Sântimbreanu", 9.65, 8.05, -, 8.85, 0
B10666922, Şcoala Gimnazială "Petrache Poenaru", 3.60, 4.50, -, 4.05, 0
B10666934, Liceul Tehnologic "Sf. Antim Ivireanu", 8.15, 5.70, -, 6.93, 0
B10666937, Şcoala Gimnazială "Mircea Sântimbreanu", 7.55, 6.20, -, 6.88, 0
B10666954, Şcoala Gimnazială "Adrian Păunescu", 8.15, 6.60, -, 7.38, 0
B10666999, Liceul Teoretic "Nicolae Iorga", 8.45, 8.30, -, 8.38, 0
B10667020, Școala Gimnazială „Sfântul Calinic de la Cernica”, 9.30, 8.50, -, 8.9, 0
B10667064, Şcoala Gimnazială "Mircea Sântimbreanu", 7.00, 5.75, -, 6.38, 0
B10667067, Școala Gimnazială „Sfântul Calinic de la Cernica”, 9.70, 8.95, -, 9.32, 0
B10667106, Liceul Tehnologic "Sf. Antim Ivireanu", 5.15, 6.15, -, 5.65, 0
B10667115, Școala Gimnazială "Șerban-Vodă", 5.30, 5.00, -, 5.15, 0
B10667159, Școala Gimnazială „Sfântul Calinic de la Cernica”, 8.05, 6.25, -, 7.15, 0
B10667179, Școala Gimnazială "Șerban-Vodă", 9.20, 5.00, -, 7.1, 0
B10667203, Colegiul Naţional "Grigore Moisil", 9.30, 8.15, -, 8.73, 0
B10667204, Şcoala Gimnazială "Petrache Poenaru", 7.40, 5.70, -, 6.55, 0
B10667213, Școala Gimnazială "Șerban-Vodă", 7.65, 5.80, -, 6.72, 0
B10667236, Școala Gimnazială „Sfântul Calinic de la Cernica”, 9.00, 9.20, -, 9.1, 0
B10667239, Şcoala Gimnazială "Mircea Sântimbreanu", 9.70, 7.80, -, 8.75, 0
B10667271, Şcoala Gimnazială "Mircea Sântimbreanu", 8.65, 8.65, -, 8.65, 0
B10667298, Școala Gimnazială „Sfântul Calinic de la Cernica”, 9.05, 7.85, -, 8.45, 0
B10667310, Şcoala Gimnazială "Mircea Sântimbreanu", 9.35, 8.50, -, 8.93, 0
B10667312, Școala Gimnazială nr. 92, 9.35, 7.50, -, 8.43, 0
B10667321, Școala Gimnazială "Șerban-Vodă", 3.65, 3.00, -, 3.33, 0
B10667375, Şcoala Gimnazială "Mircea Sântimbreanu", 9.15, 9.45, -, 9.3, 0
B10667406, Şcoala Gimnazială "Petrache Poenaru", 6.85, 4.80, -, 5.82, 0
B10667420, Școala Gimnazială „Sfântul Calinic de la Cernica”, 8.40, 5.65, -, 7.03, 0
B10667434, Şcoala Gimnazială "Mircea Sântimbreanu", 6.95, 5.15, -, 6.05, 0
B10667444, Școala Gimnazială nr. 97, 9.55, 9.60, -, 9.57, 0
B10667448, Școala Gimnazială nr. 31, 3.15, 6.00, -, 4.58, 0
B10667499, Şcoala Gimnazială nr. 108, 9.30, 8.85, -, 9.07, 0
B10667511, Școala Gimnazială nr. 97, 8.75, 9.30, -, 9.03, 0
B10667550, Școala Gimnazială „Sfântul Calinic de la Cernica”, 9.80, 9.45, -, 9.62, 0
B10667603, Școala Gimnazială nr. 97, 8.15, 7.85, -, 8.0, 0
B10667622, Școala Gimnazială „Sfântul Calinic de la Cernica”, 6.25, 4.20, -, 5.22, 0
B10667634, Școala Gimnazială nr. 79, 8.70, 10.00, -, 9.35, 0
B10667693, Colegiul Naţional "Grigore Moisil", 9.50, 7.90, -, 8.7, 0
B10667732, Şcoala Gimnazială "Mircea Sântimbreanu", 9.10, 8.15, -, 8.62, 0
B10667799, Școala Gimnazială „Sfântul Calinic de la Cernica”, 9.45, 9.25, -, 9.35, 0
B10667800, Școala Gimnazială nr. 97, 9.50, 9.70, -, 9.6, 0
B10667812, Şcoala Gimnazială "Mircea Sântimbreanu", 5.95, 5.70, -, 5.83, 0
B10667819, Școala Gimnazială nr. 56, 9.15, 9.10, -, 9.12, 0
B10667834, Școala Gimnazială „Sfântul Calinic de la Cernica”, 8.55, 5.15, -, 6.85, 0
B10667852, Școala Gimnazială nr. 97, 9.30, 9.45, -, 9.38, 0
B10667903, Școala Gimnazială nr. 97, 9.55, 9.70, -, 9.62, 0
B10667938, Școala Gimnazială nr. 97, 8.00, 7.10, -, 7.55, 0
B10667945, Liceul ''Româno-Finlandez'', 9.30, 10.00, -, 9.65, 0
B10667967, Şcoala Gimnazială "Mircea Sântimbreanu", 9.00, 9.45, -, 9.22, 0
B10667973, Colegiul Național Bilingv ”George Coșbuc”, 9.70, 9.80, -, 9.75, 0
B10668034, Școala Gimnazială "Nicolae Labiș", 6.65, 6.75, -, 6.7, 0
B10668069, Școala Gimnazială nr. 97, 8.40, 8.15, -, 8.28, 0
B10668074, Şcoala Gimnazială "Mircea Sântimbreanu", 9.20, 6.70, -, 7.95, 0
B10668083, Școala Gimnazială „Sfântul Calinic de la Cernica”, 7.50, 7.10, -, 7.3, 0
B10668151, Școala Gimnazială ”Tudor Arghezi”, 8.70, 7.30, -, 8.0, 0
B10668164, Colegiul Naţional "Grigore Moisil", 9.80, 9.40, -, 9.6, 0
B10668188, Liceul Tehnologic "Sf. Antim Ivireanu", 6.75, 6.70, -, 6.72, 0
B10668220, Şcoala Gimnazială "Mircea Sântimbreanu", 8.00, 9.15, -, 8.57, 0
B10668228, Școala Gimnazială nr. 97, 7.30, 7.60, -, 7.45, 0
B10668236, Școala Gimnazială „Sfântul Calinic de la Cernica”, 7.45, 5.55, -, 6.5, 0
B10668266, Liceul Teoretic "Dante Alighieri", 6.95, 7.75, -, 7.35, 0
B10668284, Şcoala Gimnazială "Mircea Sântimbreanu", 8.85, 9.05, -, 8.95, 0
B10668322, Școala Gimnazială „Sfântul Calinic de la Cernica”, 8.20, 6.40, -, 7.3, 0
B10668326, Şcoala Gimnazială nr. 197, 9.80, 9.80, -, 9.8, 0
B10668328, Școala Gimnazială nr. 97, 7.25, 7.90, -, 7.58, 0
B10668336, Școala Gimnazială nr. 92, 6.05, 5.00, -, 5.53, 0
B10668349, Școala Gimnazială nr. 31, 7.45, 5.80, -, 6.62, 0
B10668372, Liceul Tehnologic "Sf. Antim Ivireanu", 6.60, 7.25, -, 6.92, 0
B10668374, Şcoala Gimnazială nr. 115, 8.55, 6.60, -, 7.58, 0
B10668401, Şcoala Gimnazială nr. 197, 9.60, 9.85, -, 9.72, 0
B10668439, Colegiul Național ”Spiru Haret”, 9.45, 9.85, -, 9.65, 0
B10668452, Școala Gimnazială „Sfântul Calinic de la Cernica”, 8.35, 6.65, -, 7.5, 0
B10668461, Școala Gimnazială nr. 97, 9.20, 9.40, -, 9.3, 0
B10668474, Şcoala Gimnazială "Mircea Sântimbreanu", 8.80, 8.10, -, 8.45, 0
B10668492, Școala Gimnazială nr.307, 7.65, 7.85, -, 7.75, 0
B10668528, Școala Gimnazială „Sfântul Calinic de la Cernica”, 6.70, 5.80, -, 6.25, 0
B10668557, Liceul Tehnologic "Sf. Antim Ivireanu", 5.10, 4.50, -, 4.8, 0
B10668569, Şcoala Gimnazială "Mircea Sântimbreanu", 7.80, 9.35, -, 8.57, 0
B10668593, Școala Gimnazială „Sfântul Calinic de la Cernica”, 6.00, 5.60, -, 5.8, 0
B10668616, Școala Gimnazială ”Tudor Arghezi”, 9.75, 9.10, -, 9.43, 0
B10668679, Școala Gimnazială nr. 97, 7.10, 6.70, -, 6.9, 0
B10668685, Școala Gimnazială nr. 86, 9.00, 8.20, -, 8.6, 0
B10668703, Școala Gimnazială nr. 24, 5.55, 5.55, -, 5.55, 0
B10668722, Școala Gimnazială nr. 97, 8.80, 9.70, -, 9.25, 0
B10668723, Liceul Tehnologic "Sf. Antim Ivireanu", 8.00, 7.00, -, 7.5, 0
B10668751, Şcoala Gimnazială "Mircea Sântimbreanu", 7.75, 9.10, -, 8.43, 0
B10668767, Școala Gimnazială nr. 92, 5.55, 8.25, -, 6.9, 0
B10668803, Școala Gimnazială nr. 97, 10.00, 10.00, -, 10.0, 0
B10668815, Liceul Tehnologic "Sf. Antim Ivireanu", 8.90, 9.10, -, 9.0, 0
B10668843, Şcoala Gimnazială nr. 117, 9.35, 9.30, -, 9.32, 0
B10668845, Școala Gimnazială nr. 97, 9.40, 10.00, -, 9.7, 0
B10668851, Școala Gimnazială „Sfântul Calinic de la Cernica”, 9.30, 10.00, -, 9.65, 0
B10668863, Şcoala Gimnazială "Mircea Sântimbreanu", 7.00, 8.10, -, 7.55, 0
B10668929, Școala Gimnazială ”Tudor Arghezi”, 5.10, 7.20, -, 6.15, 0
B10668932, Şcoala Gimnazială "Mircea Sântimbreanu", 8.40, 7.20, -, 7.8, 0
B10668940, Şcoala Gimnazială nr. 117, 8.15, 7.55, -, 7.85, 0
B10668951, Şcoala Gimnazială nr. 59, 6.10, 7.00, -, 6.55, 0
B10669018, Şcoala Gimnazială nr. 117, 9.60, 8.80, -, 9.2, 0
B10669022, Şcoala Gimnazială "Mircea Sântimbreanu", 9.15, 7.50, -, 8.32, 0
B10669027, Liceul Tehnologic "Sf. Antim Ivireanu", 9.15, 7.85, -, 8.5, 0
B10669071, Școala Gimnazială nr. 92, 5.95, 4.60, -, 5.28, 0
B10669083, Școala Gimnazială „Orizont", 9.35, 9.60, -, 9.47, 0
B10669133, Şcoala Gimnazială nr. 117, 8.75, 8.90, -, 8.82, 0
B10669148, Şcoala Gimnazială "Geo Bogza", 5.40, 4.50, -, 4.95, 0
B10669176, Liceul Tehnologic "Sf. Antim Ivireanu", 8.90, 9.05, -, 8.98, 0
B10669185, Liceul Tehnologic "Sf. Antim Ivireanu", 9.05, 7.95, -, 8.5, 0
B10669299, Şcoala Gimnazială "Mircea Sântimbreanu", 8.55, 8.85, -, 8.7, 0
B10669302, Școala Gimnazială ”Tudor Arghezi”, 8.40, 9.10, -, 8.75, 0
B10669304, Şcoala Gimnazială nr. 117, 9.10, 10.00, -, 9.55, 0
B10669385, Școala Gimnazială nr. 79, 8.70, 9.00, -, 8.85, 0
B10669430, Şcoala Gimnazială nr. 117, 8.90, 8.55, -, 8.73, 0
B10669444, Liceul Tehnologic "Sf. Antim Ivireanu", 7.30, 6.90, -, 7.1, 0
B10669480, Școala Gimnazială nr. 97, 9.25, 9.80, -, 9.53, 0
B10669508, Școala Gimnazială „Sfântul Calinic de la Cernica”, 7.70, 8.65, -, 8.18, 0
B10669598, Liceul Tehnologic "Sf. Antim Ivireanu", 6.50, 5.55, -, 6.03, 0
B10669659, Colegiul Naţional "Gheorghe Lazăr", 9.30, 8.95, -, 9.12, 0
B10669697, Şcoala Gimnazială "Mircea Sântimbreanu", 8.00, 8.95, -, 8.47, 0
B10669736, Şcoala Gimnazială nr. 311, 8.90, 7.50, -, 8.2, 0
B10669754, Liceul Tehnologic "Sf. Antim Ivireanu", 7.50, 8.45, -, 7.97, 0
B10669788, Școala Gimnazială ”Tudor Arghezi”, 9.00, 8.70, -, 8.85, 0
B10669799, Şcoala Gimnazială "Mircea Sântimbreanu", 8.30, 6.25, -, 7.28, 0
B10669819, Școala Gimnazială „Sfântul Calinic de la Cernica”, 8.50, 9.25, -, 8.88, 0
B10669846, Școala Gimnazială "Barbu Delavrancea", 2.50, 1.50, -, 2.0, 0
B10669860, Școala Gimnazială nr. 97, 8.90, 8.35, -, 8.62, 0
B10669889, Liceul Tehnologic "Sf. Antim Ivireanu", 5.90, 6.40, -, 6.15, 0
B10669904, Şcoala Gimnazială "Mircea Sântimbreanu", 9.75, 9.80, -, 9.78, 0
B10669927, Școala Gimnazială nr. 97, 9.45, 10.00, -, 9.72, 0
B10669934, Școala Gimnazială „Sfântul Calinic de la Cernica”, 6.15, 7.00, -, 6.58, 0
B10669948, Școala Gimnazială nr. 97, 7.85, 8.85, -, 8.35, 0
B10669990, Şcoala Gimnazială "Mircea Sântimbreanu", 8.00, 7.90, -, 7.95, 0
B10670006, Liceul Tehnologic "Sf. Antim Ivireanu", 8.85, 7.80, -, 8.32, 0
B10670038, Școala Gimnazială nr. 97, 9.45, 10.00, -, 9.72, 0
B10670056, Şcoala Gimnazială nr. 5, 8.80, 7.20, -, 8.0, 0
B10670060, Şcoala Gimnazială nr. 197, 9.60, 8.70, -, 9.15, 0
B10670069, Școala Gimnazială nr. 97, 6.70, 4.35, -, 5.53, 0
B10670087, Școala Gimnazială ”Tudor Arghezi”, 6.55, 5.90, -, 6.22, 0
B10670121, Școala Gimnazială nr. 97, 9.60, 9.35, -, 9.47, 0
B10670135, Școala Gimnazială nr. 97, 9.20, 10.00, -, 9.6, 0
B10670160, Şcoala Gimnazială nr. 5, 6.45, 5.70, -, 6.08, 0
B10670172, Școala Gimnazială nr. 97, 9.75, 10.00, -, 9.88, 0
B10670296, Şcoala Gimnazială "Sfinţii Constantin și Elena", 6.65, 5.90, -, 6.28, 0
B10670414, Şcoala Gimnazială "Mircea Sântimbreanu", 8.80, 8.75, -, 8.78, 0
B10670421, Școala Gimnazială nr. 51, 4.35, 6.50, -, 5.42, 0
B10670548, Şcoala Gimnazială nr. 311, 8.20, 6.50, -, 7.35, 0
B10670586, Şcoala Gimnazială "Mircea Sântimbreanu", 8.35, 6.15, -, 7.25, 0
B10670757, Scoala Gimnaziala "Step by Step", 7.50, 6.45, -, 6.97, 0
B10670824, Liceul Tehnologic "Sf. Antim Ivireanu", 5.00, 3.40, -, 4.2, 0
B10670833, Şcoala Gimnazială "Mircea Sântimbreanu", 7.70, 8.40, -, 8.05, 0
B10670838, Şcoala Gimnazială nr. 311, 9.10, 6.85, -, 7.97, 0
B10670955, Liceul Tehnologic "Sf. Antim Ivireanu", 7.00, 5.35, -, 6.17, 0
B10670972, Școala Gimnazială „Sfântul Calinic de la Cernica”, 8.00, 7.65, -, 7.83, 0
B10670991, Şcoala Gimnazială "Mircea Sântimbreanu", 7.80, 6.00, -, 6.9, 0
B10671009, Școala Gimnazială nr. 308, 7.00, 6.60, -, 6.8, 0
B10671092, Școala Gimnazială „Sfântul Calinic de la Cernica”, 6.15, 6.00, -, 6.08, 0
B10671124, Şcoala Gimnazială nr. 5, 9.10, 9.75, -, 9.43, 0
B10671180, Şcoala Gimnazială "Mircea Sântimbreanu", 9.40, 9.40, -, 9.4, 0
B10671194, Şcoala Gimnazială nr. 311, 9.45, 8.85, -, 9.15, 0
B10671213, Școala Gimnazială „Sfântul Calinic de la Cernica”, 5.05, 6.50, -, 5.78, 0
B10671381, Şcoala Gimnazială "Mircea Sântimbreanu", 6.10, 5.40, -, 5.75, 0
B10671432, Colegiul Naţional "Grigore Moisil", 9.40, 8.35, -, 8.88, 0
B10671477, Școala Gimnazială „Sfântul Calinic de la Cernica”, 5.95, 4.25, -, 5.1, 0
B10671530, Școala Gimnazială „Sfântul Calinic de la Cernica”, 7.00, 5.00, -, 6.0, 0
B10671557, Școala Gimnazială „Sfântul Calinic de la Cernica”, 6.35, 4.50, -, 5.42, 0
B10671616, Liceul Teoretic Scoala Europeana Bucuresti, 9.30, 9.00, -, 9.15, 0
B10671622, Școala Gimnazială „Sfântul Calinic de la Cernica”, 8.75, 8.55, -, 8.65, 0
B10671636, Școala Gimnazială „Sfântul Calinic de la Cernica”, 8.50, 8.80, -, 8.65, 0
B10671701, Școala Gimnazială „Sfântul Calinic de la Cernica”, 7.15, 4.30, -, 5.72, 0
B10671724, Școala Gimnazială „Sfântul Calinic de la Cernica”, 6.00, 4.50, -, 5.25, 0
B10671742, Şcoala Gimnazială "Petrache Poenaru", 3.90, 5.05, -, 4.47, 0
B10671823, Școala Gimnazială „Sfântul Calinic de la Cernica”, 8.65, 7.50, -, 8.07, 0
B10671861, Școala Gimnazială „Sfântul Calinic de la Cernica”, 9.65, 9.75, -, 9.7, 0
B10671872, Şcoala Gimnazială nr. 311, 7.10, 6.15, -, 6.62, 0
B10671946, Școala Gimnazială „Orizont", 9.40, 10.00, -, 9.7, 0
B10672115, Școala Gimnazială „Orizont", 7.00, 7.10, -, 7.05, 0
B10672181, Şcoala Gimnazială nr. 311, 9.25, 9.90, -, 9.57, 0
B10672460, Şcoala Gimnazială nr. 5, 8.25, 8.80, -, 8.53, 0
B10672578, Școala Gimnazială nr. 97, 9.45, 9.70, -, 9.57, 0
B10672660, Școala Gimnazială nr. 97, 9.10, 9.55, -, 9.32, 0
B10672975, Școala Gimnazială Specială Pentru Deficienți De Vedere, 6.20, 3.70, -, 4.95, 0
B10673465, Şcoala Gimnazială nr. 6, 5.95, 6.65, -, 6.3, 0
B10673543, Școala Gimnazială ”Maica Domnului”, 6.40, 5.50, -, 5.95, 0
B10673583, Școala Gimnazială nr. 31, 4.00, 2.00, -, 3.0, 0
B10673712, Şcoala Gimnazială nr. 117, 8.45, 8.30, -, 8.38, 0
B10673713, Școala Gimnazială nr. 31, 7.05, 5.95, -, 6.5, 0
B10673759, Colegiul Național ”Victor Babeș”, 8.00, 7.55, -, 7.78, 0
B10673815, Școala Gimnazială nr. 31, 8.05, 7.55, -, 7.8, 0
B10673924, Școala Gimnazială nr. 31, 7.50, 5.70, -, 6.6, 0
B10674006, Școala Gimnazială nr. 28, 5.40, 5.20, -, 5.3, 0
B10674260, Școala Gimnazială nr. 31, 2.00, 4.00, -, 3.0, 0
B10674397, Școala Gimnazială nr. 31, 6.25, 3.00, -, 4.62, 0
B10679580, Școala Gimnazială nr. 31, 4.75, 2.70, -, 3.73, 0
B10679602, Școala Gimnazială nr. 31, 3.45, 5.00, -, 4.22, 0
B10679925, Colegiul Național "Școala Centrală”, 9.20, 7.85, -, 8.52, 0
B10679955, Colegiul Național "Școala Centrală”, 9.65, 9.15, -, 9.4, 0
B10679967, Colegiul Național "Școala Centrală”, 8.80, 8.00, -, 8.4, 0
B10680014, Colegiul Național "Școala Centrală”, 8.65, 8.50, -, 8.57, 0
B10680055, Liceul Teoretic "Jean Monnet", 8.25, 7.10, -, 7.67, 0
B10680068, Colegiul Național "Școala Centrală”, 8.65, 9.90, -, 9.28, 0
B10680087, Şcoala Gimnazială "Herăstrău", 7.00, 6.00, -, 6.5, 0
B10680102, Colegiul Național "Școala Centrală”, 7.45, 6.95, -, 7.2, 0
B10680105, Şcoala Gimnazială "Herăstrău", 7.80, 6.95, -, 7.38, 0
B10680121, Colegiul Național "Școala Centrală”, 8.15, 7.25, -, 7.7, 0
B10680153, Colegiul Național "Școala Centrală”, 9.30, 9.25, -, 9.28, 0
B10680203, Colegiul Național "Școala Centrală”, 6.45, 6.10, -, 6.28, 0
B10680239, Colegiul Național "Școala Centrală”, 9.70, 9.45, -, 9.57, 0
B10680268, Colegiul Național "Școala Centrală”, 8.30, 6.90, -, 7.6, 0
B10680298, Colegiul Național "Școala Centrală”, 9.10, 9.25, -, 9.18, 0
B10680504, Liceul Teoretic "Genesis College", 8.40, 9.10, -, 8.75, 0
B10680756, Şcoala Gimnazială nr. 311, 8.95, 8.50, -, 8.72, 0
B10680923, Şcoala Gimnazială nr. 311, 8.80, 8.05, -, 8.43, 0
B10681070, Şcoala Gimnazială nr. 59, 6.70, 4.00, -, 5.35, 0
B10681136, Şcoala Gimnazială nr. 311, 7.00, 4.00, -, 5.5, 0
B10681295, Școala Gimnazială "Avram Iancu", 8.55, 8.20, -, 8.38, 0
B10681334, Şcoala Gimnazială nr. 311, 7.55, 5.95, -, 6.75, 0
B10681415, Şcoala Gimnazială nr. 311, 9.10, 8.60, -, 8.85, 0
B10681472, Şcoala Gimnazială nr. 7, 8.10, 7.20, -, 7.65, 0
B10681559, LICEUL TEORETIC "SCOALA MEA", 8.45, 8.55, -, 8.5, 0
B10681608, Școala Gimnazială "Avram Iancu", 9.20, 9.45, -, 9.32, 0
B10681638, Şcoala Gimnazială "Petrache Poenaru", 4.45, 3.50, -, 3.98, 0
B10681641, Şcoala Gimnazială nr. 311, 4.70, 6.65, -, 5.68, 0
B10681650, Şcoala Gimnazială nr. 108, 8.70, 8.70, -, 8.7, 0
B10681721, Şcoala Gimnazială nr. 108, 9.60, 10.00, -, 9.8, 0
B10681723, Şcoala Gimnazială nr. 311, 8.50, 7.20, -, 7.85, 0
B10681739, Liceul Pedagogic "Anastasia Popescu", 9.15, 9.30, -, 9.23, 0
B10681823, Şcoala Gimnazială nr. 108, 8.65, 9.00, -, 8.82, 0
B10681825, Şcoala Gimnazială nr. 7, 6.20, 4.55, -, 5.38, 0
B10681853, Şcoala Gimnazială "Petrache Poenaru", 3.95, 2.50, -, 3.23, 0
B10681888, Şcoala Gimnazială nr. 108, 9.35, 9.70, -, 9.52, 0
B10681907, Şcoala Gimnazială nr. 7, 7.60, 5.90, -, 6.75, 0
B10681937, Liceul de Arte Plastice "Nicolae Tonitza", 5.50, 5.00, -, 5.25, 0
B10681987, Şcoala Gimnazială nr. 108, 8.95, 7.90, -, 8.43, 0
B10682075, Şcoala Gimnazială nr. 108, 7.15, 6.60, -, 6.88, 0
B10682109, Şcoala Gimnazială nr. 59, 6.15, 5.75, -, 5.95, 0
B10682110, Şcoala Gimnazială "Petrache Poenaru", 4.20, 4.50, -, 4.35, 0
B10682174, Şcoala Gimnazială nr. 108, 8.90, 9.35, -, 9.12, 0
B10682245, Şcoala Gimnazială nr. 279, 7.55, 8.50, -, 8.03, 0
B10682272, Şcoala Gimnazială nr. 108, 8.20, 7.95, -, 8.07, 0
B10682343, Şcoala Gimnazială nr. 108, 8.80, 6.25, -, 7.53, 0
B10682373, Liceul Teoretic "Genesis College", 9.10, 9.55, -, 9.32, 0
B10682442, Şcoala Gimnazială "I. Heliade Rădulescu", 9.65, 9.10, -, 9.38, 0
B10682471, Şcoala Gimnazială nr. 108, 8.70, 8.30, -, 8.5, 0
B10682490, Colegiul Național "Școala Centrală”, 9.20, 9.65, -, 9.43, 0
B10682549, Școala Gimnazială "Maria Rosetti", 8.50, 8.65, -, 8.57, 0
B10682556, Colegiul Național "Școala Centrală”, 9.45, 9.35, -, 9.4, 0
B10682614, Colegiul Național "Școala Centrală”, 7.55, 8.75, -, 8.15, 0
B10682705, Colegiul Național "Școala Centrală”, 8.95, 9.00, -, 8.97, 0
B10682739, Şcoala Gimnazială nr. 311, 6.40, 5.20, -, 5.8, 0
B10682750, Şcoala Gimnazială nr. 108, 8.40, 9.25, -, 8.82, 0
B10682758, Colegiul Național "Școala Centrală”, 8.70, 8.55, -, 8.62, 0
B10682834, Colegiul Național "Școala Centrală”, 8.95, 8.10, -, 8.52, 0
B10682892, Şcoala Gimnazială nr. 279, 5.20, 6.35, -, 5.78, 0
B10682903, Colegiul Național "Școala Centrală”, 9.20, 9.00, -, 9.1, 0
B10682952, Colegiul Național "Școala Centrală”, 9.30, 8.30, -, 8.8, 0
B10683011, LICEUL TEORETIC NATIONAL, 9.05, 8.85, -, 8.95, 0
B10683039, Colegiul Național "Școala Centrală”, 6.35, 6.75, -, 6.55, 0
B10683057, Liceul Teoretic Internațional de Informatică Bucuresti, 8.30, 9.65, -, 8.98, 0
B10683071, Şcoala Gimnazială nr. 108, 7.20, 7.50, -, 7.35, 0
B10683100, Şcoala Gimnazială nr. 311, 9.05, 9.60, -, 9.32, 0
B10683142, Colegiul Național "Școala Centrală”, 9.55, 9.30, -, 9.43, 0
B10683160, Şcoala Gimnazială nr. 197, 10.00, 10.00, -, 10.0, 0
B10683179, Şcoala Gimnazială nr. 108, 7.00, 5.50, -, 6.25, 0
B10683201, LICEUL TEORETIC NATIONAL, 9.00, 9.10, -, 9.05, 0
B10683227, Şcoala Gimnazială nr. 197, 8.65, 5.80, -, 7.22, 0
B10683235, Colegiul Național "Școala Centrală”, 9.75, 10.00, -, 9.88, 0
B10683287, Şcoala Gimnazială "Petrache Poenaru", 6.10, 4.05, -, 5.07, 0
B10683314, Școala Gimnazială Cezar Bolliac, 9.55, 9.55, -, 9.55, 0
B10683389, Şcoala Gimnazială nr. 129, 9.35, 9.60, -, 9.47, 0
B10683462, Şcoala Gimnazială nr. 7, 9.70, 9.60, -, 9.65, 0
B10683473, Colegiul Național "Școala Centrală”, 8.80, 6.45, -, 7.62, 0
B10683474, Şcoala Gimnazială "Petrache Poenaru", 2.95, 1.50, -, 2.23, 0
B10683479, Şcoala Gimnazială nr. 311, 6.00, 3.50, -, 4.75, 0
B10683485, Școala Gimnazială nr. 189, 5.10, 5.70, -, 5.4, 0
B10683508, Colegiul Național ”Spiru Haret”, 9.25, 10.00, -, 9.62, 0
B10683662, Şcoala Gimnazială "Petrache Poenaru", 8.30, 5.25, -, 6.78, 0
B10683710, Colegiul Național "Școala Centrală”, 8.65, 7.45, -, 8.05, 0
B10683751, Colegiul Național ”Emil Racoviță”, 5.05, 5.70, -, 5.38, 0
B10683779, Şcoala Gimnazială "Petrache Poenaru", 5.05, 4.50, -, 4.78, 0
B10683796, Colegiul Național "Școala Centrală”, 9.65, 9.75, -, 9.7, 0
B10683838, Școala Gimnazială nr. 4, 7.45, 7.00, -, 7.22, 0
B10683869, Colegiul Național "Școala Centrală”, 9.05, 7.60, -, 8.32, 0
B10683929, Şcoala Gimnazială nr. 7, 8.85, 8.30, -, 8.57, 0
B10683965, Şcoala Gimnazială "Vasile Alecsandri", 9.30, 8.55, -, 8.93, 0
B10683980, Colegiul Național "Școala Centrală”, 8.65, 5.90, -, 7.28, 0
B10684039, Şcoala Gimnazială nr. 169, 6.00, 7.05, -, 6.53, 0
B10684041, Colegiul Național "Școala Centrală”, 9.45, 9.55, -, 9.5, 0
B10684087, Școala Gimnazială ”Tudor Arghezi”, 6.50, 6.65, -, 6.58, 0
