student_id, scoala, math, limba romana, limba materna, medie, media materna
B10729936, Şcoala Gimnazială nr. 113, 9.45, 8.70, -, 9.07, 0
B10729962, Şcoala Gimnazială "Sfintii Voievozi", 9.30, 6.30, -, 7.8, 0
B10729971, Şcoala Gimnazială nr. 113, 4.50, 3.90, -, 4.2, 0
B10729973, Școala Gimnazială nr. 66, 6.10, 5.00, -, 5.55, 0
B10729986, Şcoala Gimnazială nr. 113, 7.80, 7.75, -, 7.78, 0
B10729991, Şcoala Gimnazială nr. 113, 8.75, 8.95, -, 8.85, 0
B10730008, Şcoala Gimnazială "Sfintii Voievozi", 7.65, 5.15, -, 6.4, 0
B10730024, Şcoala Gimnazială nr. 113, 8.30, 5.95, -, 7.12, 0
B10730034, Şcoala Gimnazială nr. 113, 9.15, 8.00, -, 8.57, 0
B10730070, Şcoala Gimnazială nr. 113, 9.65, 8.80, -, 9.23, 0
B10730081, Şcoala Gimnazială nr. 113, 8.55, 6.70, -, 7.62, 0
B10730085, Şcoala Gimnazială nr. 206, 7.55, 5.00, -, 6.28, 0
B10730121, Şcoala Gimnazială nr. 113, 6.60, 5.40, -, 6.0, 0
B10730130, Şcoala Gimnazială nr. 113, 5.70, 6.50, -, 6.1, 0
B10730142, Şcoala Gimnazială nr. 113, 8.80, 6.70, -, 7.75, 0
B10730156, Școala Gimnazială nr. 97, 9.65, 10.00, -, 9.82, 0
B10730171, Şcoala Gimnazială nr. 206, 7.55, 5.90, -, 6.72, 0
B10730215, Şcoala Gimnazială "Sfintii Voievozi", 5.00, 4.05, -, 4.53, 0
B10730219, Şcoala Gimnazială nr. 113, 8.60, 6.15, -, 7.38, 0
B10730235, Şcoala Gimnazială nr. 113, 9.10, 6.40, -, 7.75, 0
B10730245, Şcoala Gimnazială nr. 206, 9.15, 5.20, -, 7.18, 0
B10730255, Şcoala Gimnazială nr. 113, 6.00, 7.35, -, 6.67, 0
B10730283, Şcoala Gimnazială nr. 113, 8.45, 8.60, -, 8.52, 0
B10730294, Şcoala Gimnazială nr. 113, 3.85, 4.50, -, 4.17, 0
B10730301, Colegiul Național ”Spiru Haret”, 9.20, 9.10, -, 9.15, 0
B10730309, Şcoala Gimnazială nr. 206, 8.65, 8.70, -, 8.68, 0
B10730339, Şcoala Gimnazială nr. 113, 5.80, 5.30, -, 5.55, 0
B10730351, Colegiul Naţional "Ion Neculce", 8.85, 8.00, -, 8.43, 0
B10730394, Şcoala Gimnazială nr. 113, 8.80, 5.70, -, 7.25, 0
B10730408, Școala Gimnazială nr. 41, 5.55, 3.00, -, 4.28, 0
B10730412, Şcoala Gimnazială nr. 113, 8.45, 8.45, -, 8.45, 0
B10730420, Şcoala Gimnazială nr. 206, 8.35, 8.40, -, 8.38, 0
B10730443, Şcoala Gimnazială nr. 113, 6.35, 5.80, -, 6.07, 0
B10730446, Şcoala Gimnazială nr. 169, 9.75, 9.60, -, 9.68, 0
B10730474, Şcoala Gimnazială nr. 113, 8.95, 8.10, -, 8.52, 0
B10730502, Şcoala Gimnazială nr. 169, 8.35, 6.15, -, 7.25, 0
B10730509, Şcoala Gimnazială nr. 206, 6.80, 4.05, -, 5.42, 0
B10730550, Şcoala Gimnazială nr. 206, 10.00, 10.00, -, 10.0, 0
B10730557, Şcoala Gimnazială "Sfintii Voievozi", 5.00, 4.00, -, 4.5, 0
B10730605, Școala Gimnazială nr. 66, 7.55, 6.40, -, 6.97, 0
B10730659, Școala Gimnazială nr. 62, 5.85, 6.95, -, 6.4, 0
B10730674, Şcoala Gimnazială nr. 206, 7.50, 8.00, -, 7.75, 0
B10730678, Şcoala Gimnazială "Sfintii Voievozi", 9.75, 9.50, -, 9.62, 0
B10730716, Școala Gimnazială „Regina Maria", 8.65, 9.10, -, 8.88, 0
B10730732, Școala Gimnazială nr. 66, 8.40, 8.60, -, 8.5, 0
B10730767, Şcoala Gimnazială nr. 206, 9.25, 9.80, -, 9.53, 0
B10730793, Şcoala Gimnazială nr. 206, 6.60, 7.45, -, 7.03, 0
B10730795, Şcoala Gimnazială "Sfintii Voievozi", 8.30, 7.75, -, 8.03, 0
B10730809, Școala Gimnazială nr. 66, 8.35, 9.70, -, 9.02, 0
B10730832, Şcoala Gimnazială nr. 206, 9.35, 8.60, -, 8.97, 0
B10730858, Şcoala Gimnazială "Sfintii Voievozi", 7.35, 6.00, -, 6.67, 0
B10730901, Şcoala Gimnazială nr. 206, 8.50, 7.25, -, 7.88, 0
B10730913, Şcoala Gimnazială "Sfintii Voievozi", 7.85, 5.95, -, 6.9, 0
B10730976, Şcoala Gimnazială "Sfintii Voievozi", 8.95, 10.00, -, 9.47, 0
B10730990, Şcoala Gimnazială nr. 206, 9.25, 9.10, -, 9.18, 0
B10731029, Şcoala Gimnazială "Sfintii Voievozi", 9.35, 7.90, -, 8.62, 0
B10731106, Şcoala Gimnazială "Sfintii Voievozi", 7.55, 9.00, -, 8.28, 0
B10731136, Şcoala Gimnazială "Sfintii Voievozi", 8.30, 8.45, -, 8.38, 0
B10731209, Şcoala Gimnazială "Sfântul Andrei", 9.25, 8.20, -, 8.72, 0
B10731245, Şcoala Gimnazială nr. 206, 8.30, 8.80, -, 8.55, 0
B10731277, Şcoala Gimnazială nr. 206, 9.75, 9.05, -, 9.4, 0
B10731283, Colegiul Naţional de Informatică "Tudor Vianu", 9.30, 10.00, -, 9.65, 0
B10731340, Şcoala Gimnazială nr. 206, 7.30, 5.55, -, 6.42, 0
B10731371, Şcoala Gimnazială "Pia Brătianu", 8.80, 9.80, -, 9.3, 0
B10731379, Şcoala Gimnazială nr. 206, 6.70, 6.35, -, 6.53, 0
B10731393, Şcoala Gimnazială nr. 206, 7.55, 7.15, -, 7.35, 0
B10731419, Şcoala Gimnazială "Petrache Poenaru", 1.60, 2.50, -, 2.05, 0
B10731429, Şcoala Gimnazială nr. 206, 8.35, 7.50, -, 7.92, 0
B10731441, Şcoala Gimnazială "Pia Brătianu", 8.85, 9.35, -, 9.1, 0
B10731555, Colegiul Naţional "I.L.Caragiale", 9.65, 9.80, -, 9.73, 0
B10731654, Colegiul Naţional "I.L.Caragiale", 9.60, 10.00, -, 9.8, 0
B10731678, Școala Gimnazială nr. 4, 5.80, 6.55, -, 6.17, 0
B10731778, Şcoala Gimnazială "Pia Brătianu", 9.50, 10.00, -, 9.75, 0
B10731811, Şcoala Gimnazială "Sfintii Voievozi", 8.05, 6.80, -, 7.43, 0
B10731939, Şcoala Gimnazială "Sfintii Voievozi", 9.00, 8.80, -, 8.9, 0
B10731980, Şcoala Gimnazială "Pia Brătianu", 8.50, 9.20, -, 8.85, 0
B10731997, Şcoala Gimnazială "Principesa Margareta", 8.00, 7.60, -, 7.8, 0
B10732010, Şcoala Gimnazială "Sfintii Voievozi", 7.35, 5.60, -, 6.47, 0
B10732043, Şcoala Gimnazială nr. 206, 6.70, 7.25, -, 6.97, 0
B10732054, Şcoala Gimnazială "Alexandru Costescu", 9.50, 9.30, -, 9.4, 0
B10732063, Școala Gimnazială nr. 95, 8.35, 8.00, -, 8.18, 0
B10732115, Colegiul Naţional "I.L.Caragiale", 9.65, 9.80, -, 9.73, 0
B10732207, Şcoala Gimnazială "Alexandru Costescu", 7.15, 5.90, -, 6.53, 0
B10732292, Şcoala Gimnazială "Sfintii Voievozi", 5.25, 4.00, -, 4.62, 0
B10732336, Colegiul Romano-Catolic "Sfântul Iosif", 9.40, 9.20, -, 9.3, 0
B10732340, Liceul Greco-Catolic "Timotei Cipariu", 9.45, 9.05, -, 9.25, 0
B10732364, Şcoala Gimnazială "Pia Brătianu", 8.40, 9.80, -, 9.1, 0
B10732383, Şcoala Gimnazială "Sfintii Voievozi", 9.40, 9.30, -, 9.35, 0
B10732518, Şcoala Gimnazială nr. 197, 8.05, 8.25, -, 8.15, 0
B10732524, Colegiul Naţional "Gheorghe Lazăr", 9.75, 9.25, -, 9.5, 0
B10732581, Şcoala Gimnazială "Principesa Margareta", 6.80, 9.35, -, 8.07, 0
B10732678, Şcoala Gimnazială "Pia Brătianu", 9.20, 9.95, -, 9.57, 0
B10732682, Şcoala Gimnazială "Sfintii Voievozi", 10.00, 9.75, -, 9.88, 0
B10732868, Şcoala Gimnazială "Alexandru Costescu", 9.30, 3.55, -, 6.43, 0
B10732983, Şcoala Gimnazială "Alexandru Costescu", 7.90, 6.15, -, 7.03, 0
B10733035, Şcoala Gimnazială "Alexandru Costescu", 9.30, 9.00, -, 9.15, 0
B10733050, Şcoala Gimnazială nr. 113, 6.80, 7.30, -, 7.05, 0
B10733067, Școala Gimnazială nr. 62, 5.70, 5.00, -, 5.35, 0
B10733081, Liceul Teoretic Internațional de Informatică Bucuresti, 7.45, 9.40, -, 8.43, 0
B10733087, Şcoala Gimnazială nr. 113, 6.20, 4.50, -, 5.35, 0
B10733107, Şcoala Gimnazială nr. 113, 9.25, 8.10, -, 8.68, 0
B10733112, Școala Gimnazială nr. 62, 8.55, 9.45, -, 9.0, 0
B10733121, Şcoala Gimnazială "Alexandru Costescu", 9.80, 10.00, -, 9.9, 0
B10733192, Şcoala Gimnazială nr. 113, 8.15, 5.20, -, 6.68, 0
B10733244, Școala Gimnazială nr. 62, 5.30, 4.50, -, 4.9, 0
B10733261, Liceul de Arte Plastice "Nicolae Tonitza", 8.35, 8.45, -, 8.4, 0
B10733282, Şcoala Gimnazială nr. 113, 8.95, 7.70, -, 8.32, 0
B10733321, Şcoala Gimnazială nr. 113, 6.55, 5.00, -, 5.78, 0
B10733344, Şcoala Gimnazială "Principesa Margareta", 7.40, 6.10, -, 6.75, 0
B10733371, Şcoala Gimnazială nr. 113, 6.10, 5.65, -, 5.88, 0
B10733389, Şcoala Gimnazială "Pia Brătianu", 9.70, 9.55, -, 9.62, 0
B10733390, Şcoala Gimnazială "Sfintii Voievozi", 8.05, 7.85, -, 7.95, 0
B10733398, Liceul Teoretic Internațional de Informatică Bucuresti, 9.45, 9.80, -, 9.62, 0
B10733415, Şcoala Gimnazială nr. 309, 6.30, 7.00, -, 6.65, 0
B10733418, Şcoala Gimnazială "Regele Mihai I", 8.55, 7.55, -, 8.05, 0
B10733436, Şcoala Gimnazială nr. 113, 8.35, 6.00, -, 7.17, 0
B10733449, Şcoala Gimnazială nr. 113, 8.80, 9.25, -, 9.03, 0
B10733473, Şcoala Gimnazială "Principesa Margareta", 8.90, 8.70, -, 8.8, 0
B10733475, Şcoala Gimnazială nr. 113, 8.35, 6.50, -, 7.42, 0
B10733485, Şcoala Gimnazială nr. 113, 9.20, 8.70, -, 8.95, 0
B10733508, Şcoala Gimnazială nr. 113, 8.35, 9.70, -, 9.02, 0
B10733510, Şcoala Gimnazială nr. 309, 7.85, 7.10, -, 7.47, 0
B10733544, Colegiul Romano-Catolic "Sfântul Iosif", 8.60, 8.25, -, 8.43, 0
B10733579, Şcoala Gimnazială nr. 113, 8.65, 9.35, -, 9.0, 0
B10733593, Şcoala Gimnazială nr. 113, 8.45, 8.80, -, 8.62, 0
B10733642, Şcoala Gimnazială nr. 113, 6.65, 4.50, -, 5.58, 0
B10733650, Şcoala Gimnazială nr. 113, 6.70, 5.30, -, 6.0, 0
B10733657, Şcoala Gimnazială nr. 113, 9.20, 6.30, -, 7.75, 0
B10733679, Şcoala Gimnazială "Pia Brătianu", 8.15, 8.60, -, 8.38, 0
B10733722, Şcoala Gimnazială nr. 309, 8.50, 9.20, -, 8.85, 0
B10733728, Şcoala Gimnazială "Alexandru Costescu", 8.80, 8.85, -, 8.82, 0
B10733762, Şcoala Gimnazială nr. 113, 5.50, 5.70, -, 5.6, 0
B10733764, Şcoala Gimnazială nr. 309, 4.55, 6.50, -, 5.53, 0
B10733766, Şcoala Gimnazială "Principesa Margareta", 5.90, 2.05, -, 3.98, 0
B10733773, Şcoala Gimnazială "Alexandru Costescu", 5.70, 4.50, -, 5.1, 0
B10733789, Şcoala Gimnazială "Pia Brătianu", 9.60, 9.05, -, 9.32, 0
B10733798, Şcoala Gimnazială nr. 113, 9.45, 8.85, -, 9.15, 0
B10733840, Şcoala Gimnazială nr. 113, 5.25, 5.20, -, 5.22, 0
B10733872, Şcoala Gimnazială "Pia Brătianu", 9.55, 6.90, -, 8.23, 0
B10733885, Şcoala Gimnazială nr. 113, 8.70, 8.45, -, 8.57, 0
B10733893, Şcoala Gimnazială nr. 309, 6.35, 6.10, -, 6.22, 0
B10733927, Liceul Teoretic "Nichita Stănescu", 8.30, 9.00, -, 8.65, 0
B10733929, Şcoala Gimnazială nr. 113, 8.30, 8.55, -, 8.43, 0
B10733938, Şcoala Gimnazială "I. Heliade Rădulescu", 9.70, 8.40, -, 9.05, 0
B10733941, Şcoala Gimnazială "George Călinescu", 3.10, 4.00, -, 3.55, 0
B10733966, Şcoala Gimnazială nr. 113, 7.40, 4.50, -, 5.95, 0
B10733982, Şcoala Gimnazială "SEB", 9.20, 8.95, -, 9.07, 0
B10734000, Şcoala Gimnazială nr. 113, 5.40, 3.05, -, 4.22, 0
B10734018, Şcoala Gimnazială nr. 113, 6.10, 3.70, -, 4.9, 0
B10734033, Şcoala Gimnazială nr. 113, 7.85, 7.80, -, 7.82, 0
B10734035, Şcoala Gimnazială nr. 113, 6.35, 5.40, -, 5.88, 0
B10734038, Şcoala Gimnazială "George Călinescu", 5.15, 3.50, -, 4.33, 0
B10734055, Şcoala Gimnazială "Alexandru Costescu", 9.35, 8.00, -, 8.68, 0
B10734069, Şcoala Gimnazială nr. 113, 7.50, 6.60, -, 7.05, 0
B10734099, Şcoala Gimnazială nr. 113, 9.15, 7.90, -, 8.53, 0
B10734113, Şcoala Gimnazială nr. 113, 6.35, 4.55, -, 5.45, 0
B10734133, Şcoala Gimnazială nr. 113, 4.10, 4.00, -, 4.05, 0
B10734138, Şcoala Gimnazială "Pia Brătianu", 8.75, 8.55, -, 8.65, 0
B10734162, Şcoala Gimnazială nr. 113, 5.25, 4.10, -, 4.67, 0
B10734181, Şcoala Gimnazială "Alexandru Costescu", 4.35, 6.50, -, 5.42, 0
B10734196, Şcoala Gimnazială nr. 113, 6.95, 4.80, -, 5.88, 0
B10734239, Şcoala Gimnazială nr. 113, 9.15, 9.20, -, 9.18, 0
B10734240, Şcoala Gimnazială "Pia Brătianu", 8.45, 8.50, -, 8.47, 0
B10734260, Şcoala Gimnazială nr. 113, 7.65, 9.45, -, 8.55, 0
B10734282, Şcoala Gimnazială nr. 190, 8.40, 8.70, -, 8.55, 0
B10734301, Şcoala Gimnazială "Pia Brătianu", 9.05, 8.90, -, 8.98, 0
B10734323, Şcoala Gimnazială nr. 113, 8.40, 6.40, -, 7.4, 0
B10734331, Şcoala Gimnazială nr. 113, 9.40, 7.55, -, 8.47, 0
B10734351, Şcoala Gimnazială nr. 113, 8.75, 7.60, -, 8.18, 0
B10734372, Şcoala Gimnazială nr. 113, 9.05, 7.60, -, 8.32, 0
B10734419, Şcoala Gimnazială nr. 113, 5.95, 3.50, -, 4.72, 0
B10734429, Liceul Teoretic Scoala Europeana Bucuresti, 7.60, 9.20, -, 8.4, 0
B10734436, Şcoala Gimnazială nr. 113, 7.85, 7.70, -, 7.78, 0
B10734450, Şcoala Gimnazială nr. 113, 3.65, 6.10, -, 4.88, 0
B10734489, Şcoala Gimnazială nr. 156, 9.80, 8.60, -, 9.2, 0
B10734491, Şcoala Gimnazială "Pia Brătianu", 8.65, 9.60, -, 9.12, 0
B10734496, Şcoala Gimnazială nr. 133, 8.40, 7.70, -, 8.05, 0
B10734507, Școala Gimnazială "Mihai Botez", 5.65, 5.10, -, 5.38, 0
B10734566, Şcoala Gimnazială nr. 113, 9.25, 9.10, -, 9.18, 0
B10734571, Şcoala Gimnazială "Vasile Alecsandri", 5.60, 5.60, -, 5.6, 0
B10734736, Şcoala Gimnazială "Pia Brătianu", 8.80, 8.25, -, 8.53, 0
B10734822, Şcoala Gimnazială "Pia Brătianu", 8.60, 10.00, -, 9.3, 0
B10734859, Şcoala Gimnazială nr. 156, 9.00, 8.25, -, 8.62, 0
B10734870, Colegiul Naţional "I.L.Caragiale", 8.70, 9.30, -, 9.0, 0
B10734884, Şcoala Gimnazială "Alexandru Costescu", 6.75, 6.60, -, 6.67, 0
B10734923, Colegiul Economic "Costin C. Kiriţescu", 8.95, 9.10, -, 9.02, 0
B10734949, Şcoala Gimnazială "Pia Brătianu", 7.55, 8.80, -, 8.18, 0
B10735000, Şcoala Gimnazială nr. 309, 8.55, 9.45, -, 9.0, 0
B10735017, Școala Gimnazială nr. 54, 8.35, 8.10, -, 8.22, 0
B10735038, Liceul Teoretic "Nichita Stănescu", 9.10, 6.50, -, 7.8, 0
B10735044, Colegiul Naţional "Ion Neculce", 8.95, 6.85, -, 7.9, 0
B10735047, Şcoala Gimnazială nr. 309, 8.50, 7.50, -, 8.0, 0
B10735082, Şcoala Gimnazială "Alexandru Costescu", 7.25, 8.05, -, 7.65, 0
B10735084, Școala Gimnazială nr. 54, 8.80, 7.90, -, 8.35, 0
B10735089, Şcoala Gimnazială nr. 309, 7.00, 7.25, -, 7.12, 0
B10735122, Școala Gimnazială nr. 54, 8.40, 8.50, -, 8.45, 0
B10735149, Şcoala Gimnazială "Pia Brătianu", 8.20, 8.75, -, 8.47, 0
B10735171, Școala Gimnazială nr. 54, 6.70, 6.00, -, 6.35, 0
B10735182, Şcoala Gimnazială "Alexandru Costescu", 8.35, 9.35, -, 8.85, 0
B10735206, Liceul Teoretic "Nichita Stănescu", 8.35, 6.90, -, 7.62, 0
B10735208, Şcoala Gimnazială nr. 309, 9.15, 9.70, -, 9.43, 0
B10735237, Școala Gimnazială nr. 54, 5.75, 7.15, -, 6.45, 0
B10735243, Colegiul Național ”Spiru Haret”, 9.50, 9.45, -, 9.47, 0
B10735256, Şcoala Gimnazială "Alexandru Costescu", 9.35, 8.35, -, 8.85, 0
B10735309, Şcoala Gimnazială nr. 309, 8.10, 8.00, -, 8.05, 0
B10735332, Școala Gimnazială nr. 54, 7.90, 7.90, -, 7.9, 0
B10735352, Liceul Teoretic "Nichita Stănescu", 7.95, 5.00, -, 6.47, 0
B10735391, Colegiul Economic "Costin C. Kiriţescu", 8.10, 7.50, -, 7.8, 0
B10735450, Liceul Teoretic "Nichita Stănescu", 8.30, 7.45, -, 7.88, 0
B10735483, Şcoala Gimnazială nr. 309, 9.15, 9.20, -, 9.18, 0
B10735506, Școala Gimnazială nr. 189, 8.25, 9.05, -, 8.65, 0
B10735523, Şcoala Gimnazială nr. 309, 7.25, 8.30, -, 7.78, 0
B10735548, Liceul Teoretic "Nichita Stănescu", 9.55, 9.20, -, 9.38, 0
B10735560, Școala Gimnazială nr. 54, 8.60, 6.30, -, 7.45, 0
B10735585, Şcoala Gimnazială nr. 84, 8.25, 9.00, -, 8.62, 0
B10735603, Şcoala Gimnazială nr. 7, 8.40, 6.25, -, 7.33, 0
B10735611, Liceul Teoretic "Nichita Stănescu", 7.70, 7.70, -, 7.7, 0
B10735646, Şcoala Gimnazială "George Călinescu", 5.35, 2.50, -, 3.92, 0
B10735672, Liceul Teoretic "Nichita Stănescu", 8.35, 7.25, -, 7.8, 0
B10735724, Colegiul Naţional "Grigore Moisil", 9.40, 9.80, -, 9.6, 0
B10735730, Şcoala Gimnazială "Alexandru Costescu", 6.90, 7.25, -, 7.08, 0
B10735736, Școala Gimnazială nr. 54, 5.95, 5.90, -, 5.93, 0
B10735776, Şcoala Gimnazială "Alexandru Costescu", 9.70, 9.85, -, 9.77, 0
B10735799, Liceul Teoretic "Nichita Stănescu", 6.60, 4.00, -, 5.3, 0
B10735818, Şcoala Gimnazială nr. 309, 8.55, 6.50, -, 7.53, 0
B10735819, Școala Gimnazială nr. 54, 4.35, 6.60, -, 5.47, 0
B10735868, Școala Gimnazială nr. 54, 9.45, 8.10, -, 8.77, 0
B10735898, Şcoala Gimnazială nr. 309, 9.60, 10.00, -, 9.8, 0
B10735900, Colegiul Naţional "Grigore Moisil", 8.75, 9.65, -, 9.2, 0
B10735924, Școala Gimnazială nr. 82, 9.50, 8.55, -, 9.03, 0
B10735987, Școala Gimnazială nr. 54, 4.90, 7.50, -, 6.2, 0
B10735999, Şcoala Gimnazială "Sfintii Voievozi", 8.70, 8.00, -, 8.35, 0
B10736025, Liceul Teoretic "Nichita Stănescu", 8.40, 6.25, -, 7.33, 0
B10736053, Școala Gimnazială ”Iancului”, 7.25, 5.90, -, 6.58, 0
B10736054, Şcoala Gimnazială "Principesa Margareta", 9.00, 9.20, -, 9.1, 0
B10736077, Școala Gimnazială nr. 54, 9.40, 6.75, -, 8.07, 0
B10736097, Liceul Teoretic "Nichita Stănescu", 5.85, 5.70, -, 5.78, 0
B10736101, Şcoala Gimnazială nr. 309, 9.35, 9.30, -, 9.32, 0
B10736144, Şcoala Gimnazială "Geo Bogza", 8.35, 5.80, -, 7.07, 0
B10736151, Liceul Teoretic "Ștefan Odobleja", 9.45, 9.20, -, 9.32, 0
B10736156, Şcoala Gimnazială nr. 309, 9.30, 9.30, -, 9.3, 0
B10736160, Şcoala Gimnazială nr. 5, 5.80, 7.25, -, 6.53, 0
B10736178, Şcoala Gimnazială "Sfintii Voievozi", 5.40, 5.20, -, 5.3, 0
B10736189, Liceul Teoretic "Nichita Stănescu", 8.15, 7.65, -, 7.9, 0
B10736197, Școala Gimnazială nr. 54, 8.10, 8.80, -, 8.45, 0
B10736215, Școala Gimnazială nr. 97, 8.90, 8.75, -, 8.82, 0
B10736282, Liceul Teoretic "Nichita Stănescu", 7.55, 6.05, -, 6.8, 0
B10736283, Şcoala Gimnazială "Principesa Margareta", 8.10, 7.85, -, 7.97, 0
B10736306, Școala Gimnazială nr. 54, 8.60, 9.20, -, 8.9, 0
B10736318, Colegiul Economic "Costin C. Kiriţescu", 7.95, 6.75, -, 7.35, 0
B10736327, Şcoala Gimnazială "Elena Văcărescu", 9.70, 10.00, -, 9.85, 0
B10736343, Școala Gimnazială ”George Bacovia”, 9.25, 8.80, -, 9.03, 0
B10736346, Liceul Teoretic "Nichita Stănescu", 8.95, 6.60, -, 7.77, 0
B10736388, Şcoala Gimnazială "Principesa Margareta", 9.50, 9.90, -, 9.7, 0
B10736413, Şcoala Gimnazială "Principesa Margareta", 8.10, 8.20, -, 8.15, 0
B10736419, Liceul Teoretic "Nichita Stănescu", 8.25, 6.00, -, 7.12, 0
B10736422, Şcoala Gimnazială "George Călinescu", 5.15, 4.00, -, 4.58, 0
B10736444, Liceul Teoretic "Nichita Stănescu", 6.10, 5.30, -, 5.7, 0
B10736450, Şcoala Gimnazială "Nicolae Grigorescu", 8.00, 4.00, -, 6.0, 0
B10736514, Liceul Greco-Catolic "Timotei Cipariu", 8.85, 8.35, -, 8.6, 0
B10736520, Liceul Teoretic "Decebal", 6.10, 5.00, -, 5.55, 0
B10736537, Şcoala Gimnazială "George Călinescu", 7.60, 4.20, -, 5.9, 0
B10736539, Şcoala Gimnazială "Principesa Margareta", 7.00, 5.80, -, 6.4, 0
B10736586, Liceul Teoretic "Nichita Stănescu", 9.00, 9.20, -, 9.1, 0
B10736597, Şcoala Gimnazială "Alexandru Costescu", 5.55, 6.70, -, 6.12, 0
B10736642, Școala Gimnazială nr. 195, 9.40, 9.00, -, 9.2, 0
B10736772, Şcoala Gimnazială "Sfintii Voievozi", 8.15, 8.20, -, 8.18, 0
B10736778, Şcoala Gimnazială nr. 309, 5.75, 6.30, -, 6.03, 0
B10736780, Liceul Teoretic "Nichita Stănescu", 8.25, 7.35, -, 7.8, 0
B10736832, Şcoala Gimnazială "Pia Brătianu", 9.75, 9.30, -, 9.53, 0
B10736844, Şcoala Gimnazială "Alexandru Costescu", 6.00, 6.85, -, 6.42, 0
B10736849, Şcoala Gimnazială "Sfintii Voievozi", 7.05, 7.25, -, 7.15, 0
B10736850, Şcoala Gimnazială nr. 309, 9.75, 9.65, -, 9.7, 0
B10736866, Şcoala Gimnazială nr. 142, 9.70, 9.00, -, 9.35, 0
B10736869, Şcoala Gimnazială nr. 190, 4.80, 5.50, -, 5.15, 0
B10736878, Colegiul Romano-Catolic "Sfântul Iosif", 8.20, 7.50, -, 7.85, 0
B10736896, Școala Gimnazială nr. 40, 9.80, 8.70, -, 9.25, 0
B10736898, Şcoala Gimnazială "Alexandru Costescu", 7.40, 3.50, -, 5.45, 0
B10736920, Şcoala Gimnazială nr. 309, 9.65, 8.65, -, 9.15, 0
B10736937, Şcoala Gimnazială nr. 309, 7.35, 7.40, -, 7.38, 0
B10736965, Şcoala Gimnazială "Pia Brătianu", 9.65, 9.50, -, 9.57, 0
B10736974, Şcoala Gimnazială "Alexandru Costescu", 7.40, 5.50, -, 6.45, 0
B10736989, Şcoala Gimnazială nr. 190, 8.90, 8.40, -, 8.65, 0
B10736993, Şcoala Gimnazială nr. 309, 6.70, 5.80, -, 6.25, 0
B10737013, Şcoala Gimnazială nr. 113, 9.55, 9.05, -, 9.3, 0
B10737019, Şcoala Gimnazială "Pia Brătianu", 9.65, 10.00, -, 9.82, 0
B10737033, Școala Gimnazială nr. 54, 8.75, 8.85, -, 8.8, 0
B10737035, Şcoala Gimnazială nr. 309, 9.00, 9.20, -, 9.1, 0
B10737061, Școala Gimnazială nr. 79, 8.70, 8.45, -, 8.57, 0
B10737066, Școala Gimnazială nr. 86, 7.50, 8.15, -, 7.83, 0
B10737082, Şcoala Gimnazială "Pia Brătianu", 9.55, 8.15, -, 8.85, 0
B10737087, Colegiul Romano-Catolic "Sfântul Iosif", 9.70, 9.70, -, 9.7, 0
B10737148, Şcoala Gimnazială "Ion I.C. Brătianu", 1.85, 2.00, -, 1.93, 0
B10737154, Şcoala Gimnazială "Constantin Brâncuşi", 9.70, 8.00, -, 8.85, 0
B10737156, Colegiul Romano-Catolic "Sfântul Iosif", 9.20, 9.80, -, 9.5, 0
B10737170, Școala Gimnazială nr. 54, 7.15, 7.80, -, 7.47, 0
B10737176, Şcoala Gimnazială nr. 309, 9.10, 9.60, -, 9.35, 0
B10737199, Liceul Teoretic "Nichita Stănescu", 7.20, 7.45, -, 7.33, 0
B10737214, Școala Gimnazială nr. 88, 7.70, 7.75, -, 7.72, 0
B10737238, Şcoala Gimnazială "Principesa Margareta", 5.50, 3.70, -, 4.6, 0
B10737246, Şcoala Gimnazială nr. 143, 6.50, 6.30, -, 6.4, 0
B10737249, Şcoala Gimnazială "George Călinescu", 7.10, 7.80, -, 7.45, 0
B10737251, Şcoala Gimnazială "Pia Brătianu", 9.50, 9.30, -, 9.4, 0
B10737256, Școala Gimnazială nr. 92, 6.05, 8.15, -, 7.1, 0
B10737288, Şcoala Gimnazială nr. 142, 7.50, 6.65, -, 7.08, 0
B10737289, Școala Gimnazială nr. 54, 7.55, 7.40, -, 7.47, 0
B10737306, Şcoala Gimnazială "Principesa Margareta", 9.30, 8.95, -, 9.12, 0
B10737331, Școala Gimnazială nr. 54, 7.05, 8.50, -, 7.78, 0
B10737345, Şcoala Gimnazială "George Călinescu", 5.15, 3.50, -, 4.33, 0
B10737346, Şcoala Gimnazială "Alexandru Costescu", 5.85, 6.25, -, 6.05, 0
B10737347, Şcoala Gimnazială "Principesa Margareta", 8.80, 7.85, -, 8.32, 0
B10737360, Şcoala Gimnazială nr. 142, 9.55, 6.95, -, 8.25, 0
B10737414, Şcoala Gimnazială "Alexandru Costescu", 8.05, 5.05, -, 6.55, 0
B10737503, Şcoala Gimnazială "George Călinescu", 4.65, 4.00, -, 4.33, 0
B10737519, Școala Gimnazială "Liviu Rebreanu", 5.20, 7.15, -, 6.18, 0
B10737523, Şcoala Gimnazială "Principesa Margareta", 9.50, 9.45, -, 9.47, 0
B10737548, Școala Gimnazială nr. 149, 9.40, 9.45, -, 9.43, 0
B10737689, Liceul Teoretic "Nichita Stănescu", 6.60, 4.60, -, 5.6, 0
